model_uid,model_source,model_name,weights,architecture,train_task,train_data,architecture_type,task_cluster,modality,architecture_display,train_task_display,train_data_display,display_name,description,model_source_url,weights_url
timm_cait_m48_448,timm,cait_m48_448,,cait_m48_448,distilled_image_classification,imagenet1k,Transformer,Supervised,Vision,CaiT-M48-448,Distilled-Image-Classification,ImageNet1K,CaiT-M48-448-ImageNet1K,CaiT-M48-448 trained on image classification with knowledge distillation using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_cait_s24_224,timm,cait_s24_224,,cait_s24_224,distilled_image_classification,imagenet1k,Transformer,Supervised,Vision,CaiT-S24-224,Distilled-Image-Classification,ImageNet1K,CaiT-S24-224-ImageNet1K,CaiT-S24-224 trained on image classification with knowledge distillation using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_cait_s24_384,timm,cait_s24_384,,cait_s24_384,distilled_image_classification,imagenet1k,Transformer,Supervised,Vision,CaiT-S24-384,Distilled-Image-Classification,ImageNet1K,CaiT-S24-384-ImageNet1K,CaiT-S24-384 trained on image classification with knowledge distillation using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_cait_s36_384,timm,cait_s36_384,,cait_s36_384,distilled_image_classification,imagenet1k,Transformer,Supervised,Vision,CaiT-S36-384,Distilled-Image-Classification,ImageNet1K,CaiT-S36-384-ImageNet1K,CaiT-S36-384 trained on image classification with knowledge distillation using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_cait_xs24_384,timm,cait_xs24_384,,cait_xs24_384,distilled_image_classification,imagenet1k,Transformer,Supervised,Vision,CaiT-XS24-384,Distilled-Image-Classification,ImageNet1K,CaiT-XS24-384-ImageNet1K,CaiT-XS24-384 trained on image classification with knowledge distillation using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_cait_xxs24_224,timm,cait_xxs24_224,,cait_xxs24_224,distilled_image_classification,imagenet1k,Transformer,Supervised,Vision,CaiT-XXS24-224,Distilled-Image-Classification,ImageNet1K,CaiT-XXS24-224-ImageNet1K,CaiT-XXS24-224 trained on image classification with knowledge distillation using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_cait_xxs24_384,timm,cait_xxs24_384,,cait_xxs24_384,distilled_image_classification,imagenet1k,Transformer,Supervised,Vision,CaiT-XXS24-384,Distilled-Image-Classification,ImageNet1K,CaiT-XXS24-384-ImageNet1K,CaiT-XXS24-384 trained on image classification with knowledge distillation using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_cait_xxs36_224,timm,cait_xxs36_224,,cait_xxs36_224,distilled_image_classification,imagenet1k,Transformer,Supervised,Vision,CaiT-XXS36-224,Distilled-Image-Classification,ImageNet1K,CaiT-XXS36-224-ImageNet1K,CaiT-XXS36-224 trained on image classification with knowledge distillation using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_cait_xxs36_384,timm,cait_xxs36_384,,cait_xxs36_384,distilled_image_classification,imagenet1k,Transformer,Supervised,Vision,CaiT-XXS36-384,Distilled-Image-Classification,ImageNet1K,CaiT-XXS36-384-ImageNet1K,CaiT-XXS36-384 trained on image classification with knowledge distillation using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_coat_lite_mini,timm,coat_lite_mini,,coat_lite_mini,image_classification,imagenet1k,Transformer,Supervised,Vision,CoaT-Lite-Mini,Image-Classification,ImageNet1K,CoaT-Lite-Mini-ImageNet1K,CoaT-Lite-Mini trained on image classification using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_coat_lite_small,timm,coat_lite_small,,coat_lite_small,image_classification,imagenet1k,Transformer,Supervised,Vision,CoaT-Lite-Small,Image-Classification,ImageNet1K,CoaT-Lite-Small-ImageNet1K,CoaT-Lite-Small trained on image classification using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_coat_lite_tiny,timm,coat_lite_tiny,,coat_lite_tiny,image_classification,imagenet1k,Transformer,Supervised,Vision,CoaT-Lite-Tiny,Image-Classification,ImageNet1K,CoaT-Lite-Tiny-ImageNet1K,CoaT-Lite-Tiny trained on image classification using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_coat_mini,timm,coat_mini,,coat_mini,image_classification,imagenet1k,Transformer,Supervised,Vision,CoaT-Mini,Image-Classification,ImageNet1K,CoaT-Mini-ImageNet1K,CoaT-Mini trained on image classification using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_coat_tiny,timm,coat_tiny,,coat_tiny,image_classification,imagenet1k,Transformer,Supervised,Vision,CoaT-Tiny,Image-Classification,ImageNet1K,CoaT-Tiny-ImageNet1K,CoaT-Tiny trained on image classification using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_convit_base,timm,convit_base,,convit_base,image_classification,imagenet1k,Hybrid,Supervised,Vision,ConViT-Base,Image-Classification,ImageNet1K,ConViT-Base-ImageNet1K,ConViT-Base trained on image classification using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_convit_small,timm,convit_small,,convit_small,image_classification,imagenet1k,Hybrid,Supervised,Vision,ConViT-Small,Image-Classification,ImageNet1K,ConViT-Small-ImageNet1K,ConViT-Small trained on image classification using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_convit_tiny,timm,convit_tiny,,convit_tiny,image_classification,imagenet1k,Hybrid,Supervised,Vision,ConViT-Tiny,Image-Classification,ImageNet1K,ConViT-Tiny-ImageNet1K,ConViT-Tiny trained on image classification using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_convmixer_768_32,timm,convmixer_768_32,,convmixer_768_32,image_classification,imagenet1k,Hybrid,Supervised,Vision,ConvMixer-768-32,Image-Classification,ImageNet1K,ConvMixer-768-32-ImageNet1K,ConvMixer-768-32 trained on image classification using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_convmixer_1024_20_ks9_p14,timm,convmixer_1024_20_ks9_p14,,convmixer_1024_20_ks9_p14,image_classification,imagenet1k,Hybrid,Supervised,Vision,ConvMixer-1024-20-KS9-P14,Image-Classification,ImageNet1K,ConvMixer-1024-20-KS9-P14-ImageNet1K,ConvMixer-1024-20-KS9-P14 trained on image classification using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_convmixer_1536_20,timm,convmixer_1536_20,,convmixer_1536_20,image_classification,imagenet1k,Hybrid,Supervised,Vision,ConvMixer-1536-20,Image-Classification,ImageNet1K,ConvMixer-1536-20-ImageNet1K,ConvMixer-1536-20 trained on image classification using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_convnext_atto,timm,convnext_atto,,convnext_atto,image_classification,imagenet1k,Convolutional,Supervised,Vision,ConvNext-ATTO,Image-Classification,ImageNet1K,ConvNext-ATTO-ImageNet1K,ConvNext-ATTO trained on image classification using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_convnext_atto_ols,timm,convnext_atto_ols,,convnext_atto_ols,image_classification,imagenet1k,Convolutional,Supervised,Vision,ConvNext-ATTO-OLS,Image-Classification,ImageNet1K,ConvNext-ATTO-OLS-ImageNet1K,ConvNext-ATTO-OLS trained on image classification using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_convnext_base,timm,convnext_base,,convnext_base,image_classification,imagenet1k,Convolutional,Supervised,Vision,ConvNext-Base,Image-Classification,ImageNet1K,ConvNext-Base-ImageNet1K,ConvNext-Base trained on image classification using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_convnext_base_384_in22ft1k,timm,convnext_base_384_in22ft1k,,convnext_base_384,image_classification,"['imagenet1k', 'imagenet21k']",Convolutional,Supervised,Vision,ConvNext-Base-384,Image-Classification,ImageNet1K+ImageNet21K,ConvNext-Base-384-ImageNet1K+ImageNet21K,ConvNext-Base-384 trained on image classification using the ImageNet1K and ImageNet21K datasets.,https://github.com/rwightman/pytorch-image-models/,
timm_convnext_base_in22ft1k,timm,convnext_base_in22ft1k,,convnext_base,image_classification,"['imagenet1k', 'imagenet21k']",Convolutional,Supervised,Vision,ConvNext-Base,Image-Classification,ImageNet1K+ImageNet21K,ConvNext-Base-ImageNet1K+ImageNet21K,ConvNext-Base trained on image classification using the ImageNet1K and ImageNet21K datasets.,https://github.com/rwightman/pytorch-image-models/,
timm_convnext_base_in22k,timm,convnext_base_in22k,,convnext_base,image_classification,"['imagenet1k', 'imagenet21k']",Convolutional,Supervised,Vision,ConvNext-Base,Image-Classification,ImageNet1K+ImageNet21K,ConvNext-Base-ImageNet1K+ImageNet21K,ConvNext-Base trained on image classification using the ImageNet1K and ImageNet21K datasets.,https://github.com/rwightman/pytorch-image-models/,
timm_convnext_femto,timm,convnext_femto,,convnext_femto,image_classification,imagenet1k,Convolutional,Supervised,Vision,ConvNext-FEMTO,Image-Classification,ImageNet1K,ConvNext-FEMTO-ImageNet1K,ConvNext-FEMTO trained on image classification using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_convnext_femto_ols,timm,convnext_femto_ols,,convnext_femto_ols,image_classification,imagenet1k,Convolutional,Supervised,Vision,ConvNext-FEMTO-OLS,Image-Classification,ImageNet1K,ConvNext-FEMTO-OLS-ImageNet1K,ConvNext-FEMTO-OLS trained on image classification using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_convnext_large,timm,convnext_large,,convnext_large,image_classification,imagenet1k,Convolutional,Supervised,Vision,ConvNext-Large,Image-Classification,ImageNet1K,ConvNext-Large-ImageNet1K,ConvNext-Large trained on image classification using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_convnext_large_384_in22ft1k,timm,convnext_large_384_in22ft1k,,convnext_large_384,image_classification,"['imagenet1k', 'imagenet21k']",Convolutional,Supervised,Vision,ConvNext-Large-384,Image-Classification,ImageNet1K+ImageNet21K,ConvNext-Large-384-ImageNet1K+ImageNet21K,ConvNext-Large-384 trained on image classification using the ImageNet1K and ImageNet21K datasets.,https://github.com/rwightman/pytorch-image-models/,
timm_convnext_large_in22ft1k,timm,convnext_large_in22ft1k,,convnext_large,image_classification,"['imagenet1k', 'imagenet21k']",Convolutional,Supervised,Vision,ConvNext-Large,Image-Classification,ImageNet1K+ImageNet21K,ConvNext-Large-ImageNet1K+ImageNet21K,ConvNext-Large trained on image classification using the ImageNet1K and ImageNet21K datasets.,https://github.com/rwightman/pytorch-image-models/,
timm_convnext_large_in22k,timm,convnext_large_in22k,,convnext_large,image_classification,"['imagenet1k', 'imagenet21k']",Convolutional,Supervised,Vision,ConvNext-Large,Image-Classification,ImageNet1K+ImageNet21K,ConvNext-Large-ImageNet1K+ImageNet21K,ConvNext-Large trained on image classification using the ImageNet1K and ImageNet21K datasets.,https://github.com/rwightman/pytorch-image-models/,
timm_convnext_nano,timm,convnext_nano,,convnext_nano,image_classification,imagenet1k,Convolutional,Supervised,Vision,ConvNext-Nano,Image-Classification,ImageNet1K,ConvNext-Nano-ImageNet1K,ConvNext-Nano trained on image classification using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_convnext_nano_ols,timm,convnext_nano_ols,,convnext_nano_ols,image_classification,imagenet1k,Convolutional,Supervised,Vision,ConvNext-Nano-OLS,Image-Classification,ImageNet1K,ConvNext-Nano-OLS-ImageNet1K,ConvNext-Nano-OLS trained on image classification using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_convnext_pico,timm,convnext_pico,,convnext_pico,image_classification,imagenet1k,Convolutional,Supervised,Vision,ConvNext-Pico,Image-Classification,ImageNet1K,ConvNext-Pico-ImageNet1K,ConvNext-Pico trained on image classification using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_convnext_pico_ols,timm,convnext_pico_ols,,convnext_pico_ols,image_classification,imagenet1k,Convolutional,Supervised,Vision,ConvNext-Pico-OLS,Image-Classification,ImageNet1K,ConvNext-Pico-OLS-ImageNet1K,ConvNext-Pico-OLS trained on image classification using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_convnext_small,timm,convnext_small,,convnext_small,image_classification,imagenet1k,Convolutional,Supervised,Vision,ConvNext-Small,Image-Classification,ImageNet1K,ConvNext-Small-ImageNet1K,ConvNext-Small trained on image classification using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_convnext_small_384_in22ft1k,timm,convnext_small_384_in22ft1k,,convnext_small_384,image_classification,"['imagenet1k', 'imagenet21k']",Convolutional,Supervised,Vision,ConvNext-Small-384,Image-Classification,ImageNet1K+ImageNet21K,ConvNext-Small-384-ImageNet1K+ImageNet21K,ConvNext-Small-384 trained on image classification using the ImageNet1K and ImageNet21K datasets.,https://github.com/rwightman/pytorch-image-models/,
timm_convnext_small_in22ft1k,timm,convnext_small_in22ft1k,,convnext_small,image_classification,"['imagenet1k', 'imagenet21k']",Convolutional,Supervised,Vision,ConvNext-Small,Image-Classification,ImageNet1K+ImageNet21K,ConvNext-Small-ImageNet1K+ImageNet21K,ConvNext-Small trained on image classification using the ImageNet1K and ImageNet21K datasets.,https://github.com/rwightman/pytorch-image-models/,
timm_convnext_small_in22k,timm,convnext_small_in22k,,convnext_small,image_classification,"['imagenet1k', 'imagenet21k']",Convolutional,Supervised,Vision,ConvNext-Small,Image-Classification,ImageNet1K+ImageNet21K,ConvNext-Small-ImageNet1K+ImageNet21K,ConvNext-Small trained on image classification using the ImageNet1K and ImageNet21K datasets.,https://github.com/rwightman/pytorch-image-models/,
timm_convnext_tiny,timm,convnext_tiny,,convnext_tiny,image_classification,imagenet1k,Convolutional,Supervised,Vision,ConvNext-Tiny,Image-Classification,ImageNet1K,ConvNext-Tiny-ImageNet1K,ConvNext-Tiny trained on image classification using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_convnext_tiny_384_in22ft1k,timm,convnext_tiny_384_in22ft1k,,convnext_tiny_384,image_classification,"['imagenet1k', 'imagenet21k']",Convolutional,Supervised,Vision,ConvNext-Tiny-384,Image-Classification,ImageNet1K+ImageNet21K,ConvNext-Tiny-384-ImageNet1K+ImageNet21K,ConvNext-Tiny-384 trained on image classification using the ImageNet1K and ImageNet21K datasets.,https://github.com/rwightman/pytorch-image-models/,
timm_convnext_tiny_hnf,timm,convnext_tiny_hnf,,convnext_tiny_hnf,image_classification,imagenet1k,Convolutional,Supervised,Vision,ConvNext-Tiny-HNF,Image-Classification,ImageNet1K,ConvNext-Tiny-HNF-ImageNet1K,ConvNext-Tiny-HNF trained on image classification using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_convnext_tiny_in22ft1k,timm,convnext_tiny_in22ft1k,,convnext_tiny,image_classification,"['imagenet1k', 'imagenet21k']",Convolutional,Supervised,Vision,ConvNext-Tiny,Image-Classification,ImageNet1K+ImageNet21K,ConvNext-Tiny-ImageNet1K+ImageNet21K,ConvNext-Tiny trained on image classification using the ImageNet1K and ImageNet21K datasets.,https://github.com/rwightman/pytorch-image-models/,
timm_convnext_tiny_in22k,timm,convnext_tiny_in22k,,convnext_tiny,image_classification,"['imagenet1k', 'imagenet21k']",Convolutional,Supervised,Vision,ConvNext-Tiny,Image-Classification,ImageNet1K+ImageNet21K,ConvNext-Tiny-ImageNet1K+ImageNet21K,ConvNext-Tiny trained on image classification using the ImageNet1K and ImageNet21K datasets.,https://github.com/rwightman/pytorch-image-models/,
timm_convnext_xlarge_384_in22ft1k,timm,convnext_xlarge_384_in22ft1k,,convnext_xlarge_384,image_classification,"['imagenet1k', 'imagenet21k']",Convolutional,Supervised,Vision,ConvNext-XLarge-384,Image-Classification,ImageNet1K+ImageNet21K,ConvNext-XLarge-384-ImageNet1K+ImageNet21K,ConvNext-XLarge-384 trained on image classification using the ImageNet1K and ImageNet21K datasets.,https://github.com/rwightman/pytorch-image-models/,
timm_convnext_xlarge_in22ft1k,timm,convnext_xlarge_in22ft1k,,convnext_xlarge,image_classification,"['imagenet1k', 'imagenet21k']",Convolutional,Supervised,Vision,ConvNext-XLarge,Image-Classification,ImageNet1K+ImageNet21K,ConvNext-XLarge-ImageNet1K+ImageNet21K,ConvNext-XLarge trained on image classification using the ImageNet1K and ImageNet21K datasets.,https://github.com/rwightman/pytorch-image-models/,
timm_convnext_xlarge_in22k,timm,convnext_xlarge_in22k,,convnext_xlarge,image_classification,"['imagenet1k', 'imagenet21k']",Convolutional,Supervised,Vision,ConvNext-XLarge,Image-Classification,ImageNet1K+ImageNet21K,ConvNext-XLarge-ImageNet1K+ImageNet21K,ConvNext-XLarge trained on image classification using the ImageNet1K and ImageNet21K datasets.,https://github.com/rwightman/pytorch-image-models/,
timm_crossvit_9_240,timm,crossvit_9_240,,crossvit_9_240,image_classification,imagenet1k,Transformer,Supervised,Vision,CrossViT-9-240,Image-Classification,ImageNet1K,CrossViT-9-240-ImageNet1K,CrossViT-9-240 trained on image classification using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_crossvit_9_dagger_240,timm,crossvit_9_dagger_240,,crossvit_9_dagger_240,image_classification,imagenet1k,Transformer,Supervised,Vision,CrossViT-9-DAGGER-240,Image-Classification,ImageNet1K,CrossViT-9-DAGGER-240-ImageNet1K,CrossViT-9-DAGGER-240 trained on image classification using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_crossvit_15_240,timm,crossvit_15_240,,crossvit_15_240,image_classification,imagenet1k,Transformer,Supervised,Vision,CrossViT-15-240,Image-Classification,ImageNet1K,CrossViT-15-240-ImageNet1K,CrossViT-15-240 trained on image classification using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_crossvit_15_dagger_240,timm,crossvit_15_dagger_240,,crossvit_15_dagger_240,image_classification,imagenet1k,Transformer,Supervised,Vision,CrossViT-15-DAGGER-240,Image-Classification,ImageNet1K,CrossViT-15-DAGGER-240-ImageNet1K,CrossViT-15-DAGGER-240 trained on image classification using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_crossvit_15_dagger_408,timm,crossvit_15_dagger_408,,crossvit_15_dagger_408,image_classification,imagenet1k,Transformer,Supervised,Vision,CrossViT-15-DAGGER-408,Image-Classification,ImageNet1K,CrossViT-15-DAGGER-408-ImageNet1K,CrossViT-15-DAGGER-408 trained on image classification using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_crossvit_18_240,timm,crossvit_18_240,,crossvit_18_240,image_classification,imagenet1k,Transformer,Supervised,Vision,CrossViT-18-240,Image-Classification,ImageNet1K,CrossViT-18-240-ImageNet1K,CrossViT-18-240 trained on image classification using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_crossvit_18_dagger_240,timm,crossvit_18_dagger_240,,crossvit_18_dagger_240,image_classification,imagenet1k,Transformer,Supervised,Vision,CrossViT-18-DAGGER-240,Image-Classification,ImageNet1K,CrossViT-18-DAGGER-240-ImageNet1K,CrossViT-18-DAGGER-240 trained on image classification using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_crossvit_18_dagger_408,timm,crossvit_18_dagger_408,,crossvit_18_dagger_408,image_classification,imagenet1k,Transformer,Supervised,Vision,CrossViT-18-DAGGER-408,Image-Classification,ImageNet1K,CrossViT-18-DAGGER-408-ImageNet1K,CrossViT-18-DAGGER-408 trained on image classification using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_crossvit_base_240,timm,crossvit_base_240,,crossvit_base_240,image_classification,imagenet1k,Transformer,Supervised,Vision,CrossViT-Base-240,Image-Classification,ImageNet1K,CrossViT-Base-240-ImageNet1K,CrossViT-Base-240 trained on image classification using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_crossvit_small_240,timm,crossvit_small_240,,crossvit_small_240,image_classification,imagenet1k,Transformer,Supervised,Vision,CrossViT-Small-240,Image-Classification,ImageNet1K,CrossViT-Small-240-ImageNet1K,CrossViT-Small-240 trained on image classification using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_crossvit_tiny_240,timm,crossvit_tiny_240,,crossvit_tiny_240,image_classification,imagenet1k,Transformer,Supervised,Vision,CrossViT-Tiny-240,Image-Classification,ImageNet1K,CrossViT-Tiny-240-ImageNet1K,CrossViT-Tiny-240 trained on image classification using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_cs3darknet_focus_l,timm,cs3darknet_focus_l,,cs3darknet_focus_l,image_classification,imagenet1k,Convolutional,Supervised,Vision,CS3DarkNet-Focus-L,Image-Classification,ImageNet1K,CS3DarkNet-Focus-L-ImageNet1K,CS3DarkNet-Focus-L trained on image classification using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_cs3darknet_focus_m,timm,cs3darknet_focus_m,,cs3darknet_focus_m,image_classification,imagenet1k,Convolutional,Supervised,Vision,CS3DarkNet-Focus-M,Image-Classification,ImageNet1K,CS3DarkNet-Focus-M-ImageNet1K,CS3DarkNet-Focus-M trained on image classification using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_cs3darknet_l,timm,cs3darknet_l,,cs3darknet_l,image_classification,imagenet1k,Convolutional,Supervised,Vision,CS3DarkNet-L,Image-Classification,ImageNet1K,CS3DarkNet-L-ImageNet1K,CS3DarkNet-L trained on image classification using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_cs3darknet_m,timm,cs3darknet_m,,cs3darknet_m,image_classification,imagenet1k,Convolutional,Supervised,Vision,CS3DarkNet-M,Image-Classification,ImageNet1K,CS3DarkNet-M-ImageNet1K,CS3DarkNet-M trained on image classification using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_cs3darknet_x,timm,cs3darknet_x,,cs3darknet_x,image_classification,imagenet1k,Convolutional,Supervised,Vision,CS3DarkNet-X,Image-Classification,ImageNet1K,CS3DarkNet-X-ImageNet1K,CS3DarkNet-X trained on image classification using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_cs3edgenet_x,timm,cs3edgenet_x,,cs3edgenet_x,image_classification,imagenet1k,Convolutional,Supervised,Vision,CS3EdgeNet-X,Image-Classification,ImageNet1K,CS3EdgeNet-X-ImageNet1K,CS3EdgeNet-X trained on image classification using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_cs3se_edgenet_x,timm,cs3se_edgenet_x,,cs3se_edgenet_x,image_classification,imagenet1k,Convolutional,Supervised,Vision,CS3SE-EdgeNet-X,Image-Classification,ImageNet1K,CS3SE-EdgeNet-X-ImageNet1K,CS3SE-EdgeNet-X trained on image classification using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_cs3sedarknet_l,timm,cs3sedarknet_l,,cs3sedarknet_l,image_classification,imagenet1k,Convolutional,Supervised,Vision,CS3SEDarkNet-L,Image-Classification,ImageNet1K,CS3SEDarkNet-L-ImageNet1K,CS3SEDarkNet-L trained on image classification using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_cs3sedarknet_x,timm,cs3sedarknet_x,,cs3sedarknet_x,image_classification,imagenet1k,Convolutional,Supervised,Vision,CS3SEDarkNet-X,Image-Classification,ImageNet1K,CS3SEDarkNet-X-ImageNet1K,CS3SEDarkNet-X trained on image classification using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_cspdarknet53,timm,cspdarknet53,,cspdarknet53,image_classification,imagenet1k,Convolutional,Supervised,Vision,CSPDarkNet53,Image-Classification,ImageNet1K,CSPDarkNet53-ImageNet1K,CSPDarkNet53 trained on image classification using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_cspresnet50,timm,cspresnet50,,cspresnet50,image_classification,imagenet1k,Convolutional,Supervised,Vision,CSPResNet50,Image-Classification,ImageNet1K,CSPResNet50-ImageNet1K,CSPResNet50 trained on image classification using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_cspresnext50,timm,cspresnext50,,cspresnext50,image_classification,imagenet1k,Convolutional,Supervised,Vision,CSPResNext50,Image-Classification,ImageNet1K,CSPResNext50-ImageNet1K,CSPResNext50 trained on image classification using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_darknet53,timm,darknet53,,darknet53,image_classification,imagenet1k,Convolutional,Supervised,Vision,DarkNet53,Image-Classification,ImageNet1K,DarkNet53-ImageNet1K,DarkNet53 trained on image classification using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_darknetaa53,timm,darknetaa53,,darknetaa53,image_classification,imagenet1k,Convolutional,Supervised,Vision,DarkNetAA53,Image-Classification,ImageNet1K,DarkNetAA53-ImageNet1K,DarkNetAA53 trained on image classification using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_deit3_base_patch16_224,timm,deit3_base_patch16_224,,deit3_base_patch16_224,image_classification,imagenet1k,Transformer,Supervised,Vision,DeiT3-Base-P16-224,Image-Classification,ImageNet1K,DeiT3-Base-P16-224-ImageNet1K,DeiT3-Base-P16-224 trained on image classification using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_deit3_base_patch16_224_in21ft1k,timm,deit3_base_patch16_224_in21ft1k,,deit3_base_patch16_224,image_classification,"['imagenet1k', 'imagenet21k']",Transformer,Supervised,Vision,DeiT3-Base-P16-224,Image-Classification,ImageNet1K+ImageNet21K,DeiT3-Base-P16-224-ImageNet1K+ImageNet21K,DeiT3-Base-P16-224 trained on image classification using the ImageNet1K and ImageNet21K datasets.,https://github.com/rwightman/pytorch-image-models/,
timm_deit3_base_patch16_384,timm,deit3_base_patch16_384,,deit3_base_patch16_384,image_classification,imagenet1k,Transformer,Supervised,Vision,DeiT3-Base-P16-384,Image-Classification,ImageNet1K,DeiT3-Base-P16-384-ImageNet1K,DeiT3-Base-P16-384 trained on image classification using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_deit3_base_patch16_384_in21ft1k,timm,deit3_base_patch16_384_in21ft1k,,deit3_base_patch16_384,image_classification,"['imagenet1k', 'imagenet21k']",Transformer,Supervised,Vision,DeiT3-Base-P16-384,Image-Classification,ImageNet1K+ImageNet21K,DeiT3-Base-P16-384-ImageNet1K+ImageNet21K,DeiT3-Base-P16-384 trained on image classification using the ImageNet1K and ImageNet21K datasets.,https://github.com/rwightman/pytorch-image-models/,
timm_deit3_huge_patch14_224,timm,deit3_huge_patch14_224,,deit3_huge_patch14_224,image_classification,imagenet1k,Transformer,Supervised,Vision,DeiT3-Huge-P14-224,Image-Classification,ImageNet1K,DeiT3-Huge-P14-224-ImageNet1K,DeiT3-Huge-P14-224 trained on image classification using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_deit3_huge_patch14_224_in21ft1k,timm,deit3_huge_patch14_224_in21ft1k,,deit3_huge_patch14_224,image_classification,"['imagenet1k', 'imagenet21k']",Transformer,Supervised,Vision,DeiT3-Huge-P14-224,Image-Classification,ImageNet1K+ImageNet21K,DeiT3-Huge-P14-224-ImageNet1K+ImageNet21K,DeiT3-Huge-P14-224 trained on image classification using the ImageNet1K and ImageNet21K datasets.,https://github.com/rwightman/pytorch-image-models/,
timm_deit3_large_patch16_224,timm,deit3_large_patch16_224,,deit3_large_patch16_224,image_classification,imagenet1k,Transformer,Supervised,Vision,DeiT3-Large-P16-224,Image-Classification,ImageNet1K,DeiT3-Large-P16-224-ImageNet1K,DeiT3-Large-P16-224 trained on image classification using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
